video_path,label,category
aiEngine/dataset/raw\NonViolence\NV_637.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_111.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_84.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_930.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_80.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_847.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_660.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_400.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_197.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_274.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_656.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_192.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_105.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_148.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_587.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_66.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_426.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_667.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_682.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_456.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_859.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_513.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_348.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_681.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_597.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_244.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_646.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_208.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_467.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_264.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_535.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_887.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_830.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_240.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_783.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_788.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_36.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_633.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_391.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_30.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_768.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_55.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_280.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_634.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_138.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_125.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_248.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_578.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_889.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_825.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_843.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_101.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_554.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_551.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_48.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_254.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_525.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_830.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_376.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_99.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_778.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_142.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_547.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_765.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_380.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_734.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_877.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_486.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_907.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_643.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_252.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_714.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_763.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_941.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_998.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_491.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_589.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_638.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_550.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_920.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_315.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_551.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_12.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_200.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_380.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_953.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_403.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_405.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_813.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_590.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_906.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_644.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_364.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_756.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_22.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_633.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_202.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_945.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_647.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_970.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_709.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_190.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_616.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_884.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_417.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_4.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_89.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_927.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_943.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_44.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_358.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_71.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_986.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_520.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_574.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_343.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_766.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_931.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_736.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_860.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_324.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_666.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_259.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_875.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_229.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_414.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_469.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_839.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_786.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_929.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_20.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_162.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_726.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_702.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_72.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_344.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_233.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_337.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_433.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_934.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_741.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_293.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_310.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_600.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_725.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_57.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_919.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_795.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_382.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_978.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_736.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_675.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_526.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_24.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_687.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_554.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_998.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_66.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_373.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_225.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_33.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_497.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_792.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_90.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_519.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_948.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_575.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_721.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_19.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_158.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_145.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_460.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_671.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_630.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_581.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_990.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_723.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_417.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_557.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_183.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_303.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_678.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_464.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_604.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_870.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_371.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_634.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_94.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_864.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_996.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_493.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_344.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_478.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_457.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_559.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_583.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_28.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_836.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_784.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_331.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_807.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_938.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_412.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_7.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_1000.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_555.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_331.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_838.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_822.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_290.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_949.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_255.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_481.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_504.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_632.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_258.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_502.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_71.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_119.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_959.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_770.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_235.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_981.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_483.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_21.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_728.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_522.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_275.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_865.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_589.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_276.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_810.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_69.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_259.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_3.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_791.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_308.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_227.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_916.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_92.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_617.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_103.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_989.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_1.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_95.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_26.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_777.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_10.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_704.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_151.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_798.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_711.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_967.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_219.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_462.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_58.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_77.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_962.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_311.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_925.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_310.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_692.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_842.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_650.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_355.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_389.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_432.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_381.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_834.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_365.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_869.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_150.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_206.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_785.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_545.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_67.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_212.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_607.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_553.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_558.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_383.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_98.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_274.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_375.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_340.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_327.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_463.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_614.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_666.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_78.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_631.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_938.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_458.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_201.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_8.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_681.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_345.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_41.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_695.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_128.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_177.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_465.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_574.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_160.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_800.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_448.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_374.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_268.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_787.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_635.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_445.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_937.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_548.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_613.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_618.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_418.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_896.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_550.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_531.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_42.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_161.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_893.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_301.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_7.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_372.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_638.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_573.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_442.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_871.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_874.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_390.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_663.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_361.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_881.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_382.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_452.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_612.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_324.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_70.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_937.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_176.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_441.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_840.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_951.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_215.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_176.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_436.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_129.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_800.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_88.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_174.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_531.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_347.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_451.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_588.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_515.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_964.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_110.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_102.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_775.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_281.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_234.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_196.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_362.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_258.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_669.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_286.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_812.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_818.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_222.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_677.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_17.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_431.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_85.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_108.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_422.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_355.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_904.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_35.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_972.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_518.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_928.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_927.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_189.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_976.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_652.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_607.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_312.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_649.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_243.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_867.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_649.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_664.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_772.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_599.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_826.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_150.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_553.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_990.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_170.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_215.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_109.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_958.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_224.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_245.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_897.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_824.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_94.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_37.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_194.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_207.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_357.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_241.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_576.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_507.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_76.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_254.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_477.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_86.mp4,1,Violence
